#Stage_Name	Stage_Family	Stage_Manufacturer	Stage_Alt_Name	Length	Length_Flag	Diameter	Diameter_Flag	Launch_Mass	Launch_Mass_Flag	Dry_Mass	Dry_Mass_Flag	Thrust	Thrust_Flag	ThrustSL	ThrustSL_Flag	Duration	Engine	NEng	Class
# Updated 2026 Sep 18 0729:50
Trident C-4 Stage 1	Trident             	LMSC	-	  4.4	 	 1.88	 	  12.1	 	-	 	-	 	-	 	-	C4-1	 1	M
Trident C-4 Stage 2	Trident.St2         	LMSC/HERC	-	  2.5	?	 1.88	 	   8.0	 	-	 	-	 	-	 	-	C4-2	 1	S
C-3 Stage 1	Poseidon            	LMSC	-	  4.8	 	 1.88	 	  10.0	?	-	 	-	 	-	 	-	C3-1	 1	M
C-3 Stage 2	Poseidon.St2        	LMSC	-	  2.5	 	 1.88	 	   7.0	?	-	 	-	 	-	 	-	C3-2	 1	S
8K98A	RT-2                	OKB1/PERM	-	  8.7	 	 1.84	 	  34.6	 	    4000	 	     893.0	 	-	 	  75.4 	15D23	 1	M
8K98PA	RT-2                	ARSL	-	  9.2	 	 1.84	 	  34.6	 	    4000	 	     981.0	 	-	 	  75.4 	15D23P	 1	M
LauncherOne Stage 1	LauncherOne         	VORB	-	 14.7	?	 1.83	 	  21.1	?	    1900	?	     308.0	 	-	 	 184.0 	NewtonThree	 1	O
RS1 S1	RS1	ABLSS	-	 16.0	?	 1.83	 	  30.0	?	-	 	     503.0	 	-	 	 160.0 	ABL E2	 9	O
RS1 S2	RS1	ABLSS	-	  5.0	?	 1.83	 	  15.0	?	-	 	      58.0	 	-	 	 420.0 	ABL E2	 1	0
Firefly Alpha St1	Alpha	FFLY	-	 18.4	 	 1.82	 	  45.0	?	    2895	 	     736.1	 	-	 	 163.0 	Reaver 1	 4	O
Firefly Alpha St2	Alpha	FFLY	-	  6.0	 	 1.82	 	  18.0	?	     908	 	      70.1	 	-	 	 314.0 	Lightning 1	 1	S
Firefly Alpha II St1	Alpha	FFLY	-	 20.1	 	 1.82	 	  45.0	?	    2895	 	     736.1	 	-	 	 163.0 	Reaver 1	 4	O
Firefly Alpha II St2	Alpha	FFLY	-	  6.3	 	 1.82	 	  18.0	?	     908	 	      70.1	 	-	 	 314.0 	Lightning 1	 1	S
H-II SRB	H2.SRB              	NISST	-	 23.4	 	 1.80	 	  70.4	 	   11200	 	    1550.0	 	-	 	  94.0 	H-II SRB	 1	Y
15Zh58A	Topol               	MITT	Topol'-1	  8.5	 	 1.80	 	  26.0	 	    3000	 	     980.0	 	-	 	  60.0 	15Zh58A	 1	M
15Zh58MA	Topol               	MITT	Topol'-M1	  8.5	 	 1.80	 	  26.0	 	    3000	 	     980.0	 	-	 	  60.0 	15Zh58A	 1	M
R-29 St 2	R-29.St2            	MAK	-	  3.1	 	 1.80	 	  10.0	?	-	 	-	 	-	 	-	RD R-29 St 2	 1	S
R-29R St 2	R-29.St2            	MAK	-	  3.1	 	 1.80	 	  10.0	?	-	 	-	 	-	 	-	RD R-29 St 2	 1	S
8K99A	RT-20P              	YUZH	-	  6.1	 	 1.80	 	  19.0	 	    2450	 	     600.0	 	-	 	  65.0 	15D15	 1	M
8K94	RT-20P.St2          	YUZH	-	  8.4	 	 1.80	 	   9.8	 	     900	 	     147.0	 	-	 	 215.0 	RD-857	 1	S
CZ-11-3	CZ11-3              	ARMT	-	  2.0	?	 1.80	?	   4.0	?	-	 	-	 	-	 	-	CZ-11-3	 1	S
RT-21 St1	Temp-2S             	MITT	-	  8.6	 	 1.79	 	  26.6	 	-	 	-	 	-	 	  63.0 	RD RT-21 (1)	 1	M
Redstone	Redstone            	CHRY	-	 13.4	 	 1.78	 	  33.0	 	    3000	?	     370.0	 	-	 	 155.0 	Redstone A-7	 1	O
Redstone MRLV	Redstone            	CHRY	-	 15.5	 	 1.78	 	  33.0	 	    3000	?	     370.0	 	-	 	 175.0 	Redstone A-7	 1	O
Cheonlima-1 Stage 2	Hwasong-12          	NADA	-	  6.6	?	 1.80	 	  12.0	?	-	 	-	 	-	 	-	CL1-2	 1	O
Cheonlima-1 Stage 3	Hwasong-12          	NADA	-	  5.2	?	 1.80	?	  10.0	?	-	 	-	 	-	 	-	CL1-3	 1	O
Hwasong-12 Stage 1	Hwasong-12          	KPA	-	 11.8	 	 1.75	?	  10.0	?	-	 	-	 	-	 	 151.0 	Hwasong-12	 1	M
Hwasong-12A Stage 1	Hwasong-12          	KPA	-	 11.8	 	 1.75	?	  10.0	?	-	 	-	 	-	 	 151.0 	Hwasong-12	 1	M
Hwasong-8 Stage 1	Hwasong-12          	KPA	-	 10.0	?	 1.75	?	  10.0	?	-	 	-	 	-	 	 151.0 	Hwasong-12	 1	M
AJ10-118FJ	Delta2              	MDAC/AJGC	Delta AJ10-118FJ	  6.3	 	 1.75	 	   6.0	 	     780	 	      44.1	 	-	 	 430.0 	AJ10-118FJ	 1	U
Delta/0020	Delta2              	MDAC	Delta AJ10-118K	  6.0	 	 1.75	 	   6.9	 	     950	 	      43.7	 	-	 	 431.0 	AJ10-118K	 1	U
EPKM	SD                  	CALT	-	  2.8	 	 1.70	 	   6.0	 	     541	 	     177.0	 	-	 	  87.0 	FG-46	 1	U
Falcon 1	Falcon1             	SPX	-	 13.0	?	 1.70	 	  22.9	 	    1360	 	     378.0	 	-	 	 169.0 	Merlin 1C	 1	O
Falcon 1 St 2	Falcon1             	SPX	-	  4.5	?	 1.70	 	   4.5	 	     544	 	      33.0	 	-	 	 418.0 	Kestrel	 1	O
SSLV SS3	SSLV-SS3	ISRO	-	  2.8	 	 1.70	 	   5.0	 	     400	?	     160.0	 	-	 	-	S4	 1	S
SSLV VTM	SSLV-VTM	ISRO	-	  1.0	?	 1.70	 	   1.0	?	     200	?	-	 	-	 	-	VTM	12	S
Vikram-1 S1	Vikram	SKYRT	-	 12.0	 	 1.70	 	  32.0	 	    2000	?	    1200.0	 	-	 	-	Kalam-1200	 1	O
Vikram-1 S2	Vikram	SKYRT	-	  6.0	 	 1.70	 	   6.5	 	     500	?	     250.0	 	-	 	-	Kalam-250	 1	O
Vikram-1 S3	Vikram	SKYRT	-	  2.0	 	 1.70	 	   3.0	 	     500	?	     100.0	 	-	 	-	Kalam-100	 1	O
M55E1	Minuteman           	THKU	-	  7.5	 	 1.68	 	  22.9	 	    2320	 	     892.0	 	-	 	  60.0 	TU-122	 1	O
M55E1-ATK	Minuteman           	THKU	-	  7.5	 	 1.68	 	  22.9	 	    2522	 	     892.0	 	-	 	  60.0 	TU-122-ATK	 1	O
M55A1	Minuteman           	THKU	-	  7.5	 	 1.68	 	  22.9	 	    2500	 	     792.0	 	-	 	  59.3 	M55A1	 1	M
R-5	R-5                 	OKB1	-	 20.7	 	 1.65	 	  28.6	 	    4400	 	     500.0	 	-	 	 115.0 	RD-103	 1	M
V-2	V-2                 	WEHR	-	 12.0	 	 1.65	 	  12.8	 	    4000	 	     312.0	 	-	 	  70.0 	A-4	 1	M
V-2-Ram	V-2                 	ABMA	-	 12.0	 	 1.65	 	  12.8	 	    4000	 	     312.0	 	-	 	  70.0 	A-4	 1	M
R-1	V-2                 	NII88	-	 14.1	 	 1.65	 	  13.4	 	    4000	 	     267.0	 	-	 	  65.0 	RD-100	 1	M
R-2	V-2                 	OKB1	-	 17.0	 	 1.65	 	  20.3	 	    4380	 	     363.0	 	-	 	  85.0 	RD-101	 1	M
DF-1	V-2                 	CALT	-	 14.1	?	 1.65	 	  14.0	?	    4000	?	     270.0	?	-	 	  65.0 	DF-1	 1	M
DF-2	V-2                 	CALT	-	 20.0	?	 1.65	 	  30.0	?	    4000	?	     300.0	?	-	 	-	YF-1	 1	M
DF-2A	V-2                 	CALT	-	 20.0	?	 1.65	 	  30.0	?	    4000	?	     300.0	?	-	 	-	YF-1	 1	M
A-1	V-2                 	OKB1	GR	 17.0	?	 1.65	 	  20.0	?	    4000	?	     363.0	?	-	 	  85.0 	RD-101	 1	M
R-12	R-12                	OKB586	-	 18.0	 	 1.65	 	  34.6	 	    4810	 	     625.6	 	-	 	 125.0 	RD-214	 1	M
R-12 63S1A	R-12                	OKB586	-	 18.0	 	 1.65	 	  39.5	 	    4810	 	     625.6	 	-	 	 125.0 	RD-214	 1	O
R-12 63S1MA	R-12                	OKB586	-	 18.0	 	 1.65	 	  39.5	 	    4810	 	     625.6	 	-	 	 125.0 	RD-214	 1	O
R-12 11K63A	R-12                	OKB586	-	 18.0	 	 1.65	 	  39.5	 	    4810	 	     625.6	 	-	 	 125.0 	RD-214	 1	O
S1	Kosmos-2.St2        	YUZH	-	  7.8	 	 1.65	 	   8.6	 	     840	 	     105.0	 	-	 	 250.0 	RD-119	 1	U
S1M	Kosmos-2.St2        	YUZH	-	  7.8	 	 1.65	 	   8.6	 	     840	 	     105.0	 	-	 	 250.0 	RD-119	 1	U
LE-3	LE-3                	MHI	-	  5.4	 	 1.62	 	   5.8	 	     500	?	      54.0	 	-	 	 250.0 	LE-3	 1	U
PAM-D2	PAM-D2              	THKU	-	  2.7	 	 1.60	 	   3.5	 	     230	 	      85.0	 	-	 	 118.0 	Star 63D	 1	U
GEM-63	GEM63               	OATKH	-	 20.1	 	 1.60	 	  49.3	 	    5100	 	    1361.0	 	-	 	  91.0 	GEM-63	 1	S
GEM-63XL	GEM63               	OATKH	-	 22.0	 	 1.60	 	  53.4	 	    5400	 	    2044.0	 	-	 	  80.0 	GEM-63XL	 1	S
Atlas V SRM	AtlasVSRM           	AJSP	-	 19.5	 	 1.55	 	  46.2	 	    3600	?	    1361.0	 	-	 	  91.0 	AJ-60A	 1	S
15Zh58B	Topol.St2           	MITT	Topol'-2	  6.0	 	 1.55	 	  13.0	 	    1500	 	     490.0	 	-	 	  64.0 	15Zh58B	 1	S
15Zh58MB	Topol.St2           	MITT	Topol'-M2	  6.0	 	 1.55	 	  13.0	 	    1500	 	     490.0	 	-	 	  64.0 	15Zh58B	 1	S
R-31 St 1	R-31                	ARSL	-	  6.3	 	 1.54	 	  17.5	 	    2000	?	     579.0	 	-	 	  84.0 	3D17	 1	M
R-31 St 2	R-31.St2            	ARSL	-	  3.1	 	 1.54	 	   6.9	 	     800	?	     233.0	 	-	 	  74.0 	R-31 St 2	 1	S
R-31 BS	BR                  	ARSL	-	  2.5	 	 1.54	 	   1.3	 	     200	?	       4.0	 	-	 	 101.0 	R-31BS	 4	S
GEM-60	GEM60               	ATKH	-	 16.2	 	 1.52	 	  33.2	 	    3850	 	     851.5	 	-	 	  90.0 	GEM-60	 1	M
Agena A	Agena               	LMSC	-	  3.0	 	 1.52	 	   3.8	 	     400	?	      69.0	 	-	 	 120.0 	Bell 8048	 1	U
Agena B	Agena               	LMSC	-	  6.2	 	 1.52	 	   7.0	 	     750	?	      71.0	 	-	 	 480.0 	Bell 8096	 1	U
Agena D	Agena               	LMSC	-	  6.2	 	 1.52	 	   7.0	 	     750	?	      71.0	 	-	 	 480.0 	Bell 8096	 1	U
SEP 901	P-10                	SUD/SEP	P-10	  4.5	?	 1.51	 	  10.0	 	-	 	     440.0	 	-	 	-	SEP 901	 1	M
SEP 904	P-10                	SUD/SEP	P-10	  4.5	 	 1.51	 	  10.0	 	-	 	     450.0	 	-	 	  50.0 	SEP 904	 1	S
SEP 903	P-10                	SEP	P-10	  4.7	 	 1.51	 	  10.0	 	-	 	     440.0	 	-	 	-	SEP 903	 1	S
SEP 902	P-16                	SUD/SEP	P-16	  6.9	 	 1.51	 	  16.0	 	-	 	     540.0	 	-	 	-	SEP 902	 1	M
Rita I	Rita                	SUD/SEP	Rita 1	  2.3	 	 1.51	 	   4.8	 	     350	?	     180.0	 	-	 	  62.0 	P4	 1	S
Rita II	Rita                	SUD/SEP	Rita 2	  3.0	?	 1.51	 	   6.0	 	-	 	     320.0	 	-	 	  52.0 	Rita II	 1	S
Eris Stage 2	Eris.St2	GILM	-	  7.0	?	 1.50	 	   8.0	?	-	 	-	 	-	 	 100.0 	Sirius	 1	S
Eris Stage 3	Eris.St3	GILM	-	  1.5	?	 1.50	 	   1.0	?	-	 	-	 	-	 	-	Phoenix	 1	S
AVUM+	AVUM                	AVIO	-	  1.7	 	 1.50	 	   1.3	 	     606	 	       2.4	 	-	 	 940.0 	RD-843	 1	U
AVUM	AVUM                	AVIO	-	  1.7	 	 1.50	 	   1.0	 	     494	 	       2.5	 	-	 	 667.0 	RD-843	 1	U
AVUM-RD868P	AVUM                	AVIO	-	  1.7	 	 1.50	 	   1.0	 	     494	 	       2.5	 	-	 	 667.0 	RD-868P	 1	U
CE-5 SSQ	CESSQ	CAST	-	  1.5	 	 1.50	 	   0.5	 	     215	 	-	 	-	 	-	SSQ Engine	 1	O
Unha-1 Stage 2	Unha.St2            	KPA	-	  8.0	?	 1.50	 	  25.6	 	    3700	 	     570.0	 	-	 	  95.0 	Nodong	 1	O
Unha-2 Stage 2	Unha.St2            	KPA	-	  8.0	 	 1.50	?	   7.5	 	    1500	?	     140.0	 	-	 	 176.0 	Nodong	 1	S
Simorgh Stage 2	Unha.St2            	IR	-	  8.2	 	 1.50	 	   8.0	?	-	 	      71.0	 	-	 	-	LRE-4	 1	S
KN-11	Bukguekseong        	KPA	-	  4.0	 	 1.50	 	  10.0	?	-	 	     255.0	 	-	 	 128.0 	KPN-Solid1	 1	M
KN-11-2	Bukguekseong        	KPA	-	  2.8	?	 1.50	 	   7.0	?	-	 	     255.0	 	-	 	 128.0 	KPN-Solid2	 1	M
Zoljanah	Zoljanah	IR	-	  8.0	?	 1.50	 	  10.0	?	-	 	-	 	-	 	-	Zoljanah-1	 1	M
Khorramshahr	R-27                	IR	-	  8.0	?	 1.50	 	  10.0	?	-	 	     255.0	 	-	 	 128.0 	KPN-4D10	 1	M
Khorramshahr 4	R-27                	IR	-	 10.0	?	 1.50	 	  15.0	?	-	 	     255.0	 	-	 	 128.0 	KPN-4D10	 1	M
Hwasong 10	R-27                	KPA	-	  8.0	?	 1.50	 	  10.0	?	-	 	     255.0	 	-	 	 128.0 	KPN-4D10	 1	M
R-27	R-27                	MAK	-	  8.0	?	 1.50	 	  10.0	?	-	 	     255.0	 	-	 	 128.0 	4D10	 1	M
M-3B	M-40                	NISST	-	  2.7	 	 1.50	 	   3.6	 	     310	 	     132.0	 	-	 	  87.0 	M-3B	 1	U
LauncherOne Stage 2	LOSt2               	VORB	-	  3.4	?	 1.50	 	   2.6	?	     200	?	      22.0	 	-	 	 346.0 	NewtonFour	 1	O
Spaceship One	SS1                 	SCAL	-	  5.0	?	 1.50	?	   4.0	?	    3000	?	-	 	-	 	-	RM-1	 1	R
Spaceship Two	SS2                 	SCAL	-	 18.3	 	 2.30	 	   9.7	 	-	 	-	 	-	 	-	RM-2	 1	R
Burya booster	Burya               	NPOL	-	 18.9	 	 1.50	 	  27.0	 	    4000	 	     765.0	 	-	 	-	S2.1150	 1	B
Epsilon PBS	EPBS                	JAXA	-	  1.2	 	 1.50	 	   0.3	 	     200	?	       0.4	 	-	 	1100.0 	EPBS	 1	U
CZ-11-4	CZ11-4              	ARMT	-	  1.5	?	 1.50	?	   2.0	?	-	 	-	 	-	 	-	CZ-11-4	 1	S
8K95B	RT-15               	OKB1	-	  4.0	 	 1.49	 	  10.0	?	    1500	?	     500.0	 	-	 	  30.0 	RD RT-15-2	 1	S
8K98B	RT-15               	OKB1/PERM	-	  4.7	 	 1.49	 	   9.6	 	    1500	?	     432.0	 	-	 	  59.0 	15D24	 1	S
8K96A	RT-15               	ARSL	-	  4.7	 	 1.49	 	  11.3	 	    1500	?	     432.0	 	-	 	  60.6 	15D27	 1	M
8K96A (RT-2P)	RT-15               	ARSL	-	  5.1	 	 1.49	 	  11.3	 	    1500	 	     432.0	 	-	 	  60.6 	15D24P2	 1	M
RT-21 St2	RT-21.St2           	MITT	-	  4.4	 	 1.47	 	   8.7	 	-	 	-	 	-	 	-	RD RT-21 St2	 1	S
Kestrel I Stage 1	Kestrel1	TISPACE	-	  5.0	?	 1.46	 	   1.5	?	-	 	-	 	-	 	  77.0 	Lelien 1B	 4	S
M-10	Mu                  	NISST	-	 13.0	 	 1.41	 	  26.6	 	    5907	 	     737.0	 	-	 	  61.0 	M-10	 1	O
M-13	Mu                  	NISST	-	 14.8	 	 1.41	 	  33.4	 	    6290	 	     954.0	 	-	 	  66.0 	M-13	 1	O
M-13TVC	Mu                  	NISST	-	 14.8	 	 1.41	 	  34.2	 	    6987	 	    1020.0	 	-	 	  66.0 	M-13	 1	O
M-20	M-20                	NISST	-	  4.7	 	 1.41	 	   9.9	 	    2779	 	     285.0	 	-	 	  66.0 	M-20	 1	S
M-22TVC	M-20                	NISST	-	  5.0	 	 1.41	 	   9.8	 	    2607	 	     285.0	 	-	 	  66.0 	M-22	 1	S
M-23	M-20                	NISST	-	  6.2	 	 1.41	 	  13.0	 	    2742	 	     523.0	 	-	 	  73.0 	M-23	 1	S
CPKM	SD                  	ARMT	-	  2.9	 	 1.40	 	   4.6	 	     496	 	     222.8	 	-	 	  65.2 	CPKM	 1	S
LRAShM St1	LRAShM	DRDO	-	 10.0	 	 1.40	 	   6.0	?	-	 	-	 	-	 	-	LRAShM S1	 1	M
KM-V2b	KM-V2               	NISST	-	  2.3	 	 1.40	 	   2.9	 	     800	 	      99.8	 	-	 	  90.0 	KM-V2b	 1	U
KM-V2c	KM-V2               	NISST	-	  2.2	 	 1.40	 	   2.9	 	     400	 	      99.6	 	-	 	  88.0 	KM-V2c	 1	U
Emeraude	Emeraude            	LRBA	-	  9.0	 	 1.40	 	  14.7	 	    1500	?	     274.0	 	-	 	  93.0 	Vexin	 1	O
Amethyste	Emeraude            	LRBA	-	 14.0	 	 1.40	 	  20.3	 	    2500	?	     415.0	 	-	 	 119.0 	Valois	 1	O
8K95V	RT-1.St3            	OKB1	-	  2.8	 	 1.40	 	   3.0	?	-	 	     240.0	 	-	 	  42.0 	RD RT-1-3	 1	S
AJ10-104	Ablestar            	AJGC	Ablestar	  4.5	 	 1.39	 	   4.5	 	     599	 	      36.0	 	-	 	-	AJ10-104	 1	U
AJ10-104D	Ablestar            	AJGC	Ablestar	  4.5	 	 1.39	 	   4.5	 	     599	 	      36.0	 	-	 	-	AJ10-104	 1	U
DSV-3E-3	Ablestar            	AJGC	Delta AJ10-118E	  5.2	 	 1.39	 	   6.0	 	     785	 	      33.7	 	-	 	 400.0 	AJ10-118E	 1	U
DSV-3N-4	Ablestar            	AJGC	Delta AJ10-118F	  6.3	 	 1.39	 	   5.6	 	     784	 	      41.4	 	-	 	 335.0 	AJ10-118F	 1	U
DSV-3P-4	Ablestar            	MDAC	Delta AJ10-118F	  6.0	 	 1.39	 	   5.6	 	     784	 	      41.4	 	-	 	 335.0 	AJ10-118F	 1	U
DSV-3P-4B	Ablestar            	MDAC	Delta TR-201	  6.0	 	 1.39	 	   5.4	 	     845	 	      42.0	 	-	 	 322.0 	TR-201	 1	U
A1P	Polaris             	LMSC/AJSP	Polaris A1P St1	  3.8	 	 1.37	 	   8.3	 	    1450	 	-	 	-	 	-	A1P-1	 1	M
A2P	Polaris             	LMSC/AJSP	Polaris A2P St1	  4.3	 	 1.37	 	  10.1	 	    1450	 	-	 	-	 	-	A2P-1	 1	M
A2E	Polaris             	LMSC/AJSP	Polaris A2E St1	  4.3	 	 1.37	 	  10.1	 	    1450	 	-	 	-	 	-	A2P-1	 1	M
A3P	Polaris             	LMSC/AJSP	Polaris A3P St1	  4.4	 	 1.37	 	  11.1	 	    1270	 	-	 	-	 	-	A3P-1	 1	M
A1P Stage 2	Polaris.St2         	LMSC/AJSP	Polaris A1P St2	  2.0	 	 1.37	 	   4.3	 	     951	 	-	 	-	 	-	A1P-2	 1	S
A2P Stage 2	Polaris.St2         	LMSC/ABL	Polaris A2P St2	  2.1	 	 1.37	 	   4.2	 	     860	 	-	 	-	 	-	X-250	 1	S
A2E Stage 2	Polaris.St2         	LMSC/HERC	Polaris A2E St2	  2.1	 	 1.37	 	   4.2	 	     860	 	-	 	-	 	-	X-250	 1	S
X-260	PolarisA3.St2       	LMSC/ABL	-	  2.3	 	 1.37	 	   4.9	 	     815	 	-	 	-	 	-	X-260	 1	S
Alfa	Alfa                	AERIT	-	  3.8	 	 1.37	?	   6.5	?	    1000	?	     250.0	?	-	 	  57.0 	Alfa	 1	M
Black Arrow St2	BlackArrow.St2      	SROE	St 2	  3.2	 	 1.37	 	   3.5	 	     535	 	      69.0	 	-	 	 113.0 	Gamma 2	 1	S
X-265	Sprint              	MARTO	Sprint X265	  3.0	?	 1.37	 	   4.0	?	-	 	-	 	-	 	   1.2 	X-265	 1	B
Squirt St 1	Squirt              	MARTO	-	  2.0	?	 1.37	 	   1.0	?	-	 	-	 	-	 	   1.2 	Recruit	 7	B
Squirt St 2	Squirt              	MARTO	-	  1.0	?	 1.37	 	   1.0	?	-	 	-	 	-	 	   1.5 	Cherokee	 7	B
15Zh59A	Kuryer              	MITT	-	  3.1	 	 1.36	 	   6.0	?	-	 	-	 	-	 	-	15Zh59A	 1	M
15Zh59B	Kuryer              	MITT	-	  3.1	 	 1.36	 	   5.0	?	-	 	-	 	-	 	-	15Zh59B	 1	M
Electron Stage 3	Electron            	RLABN	-	  0.5	?	 1.40	?	   1.0	?	-	 	-	 	-	 	-	Curie	 1	O
Photon Lunar	Electron            	RLABN	-	  1.0	 	 1.40	?	   2.0	?	-	 	-	 	-	 	-	HyperCurie	 1	O
HANBIT-NANO S1	HANBIT	INNOSP	-	 15.0	 	 1.40	 	  12.0	?	-	 	     245.0	 	-	 	 150.0 	HANBIT S1	 1	O
HANBIT-NANO S2H	HANBIT	INNOSP	-	  2.5	 	 1.40	 	   2.0	?	     200	?	      34.0	 	-	 	 270.0 	Hyper	 1	O
HANBIT-NANO S2L	HANBIT	INNOSP	-	  2.5	 	 1.40	 	   2.0	?	     200	?	      29.0	 	-	 	 300.0 	LiMER	 1	O
Hyperbola-1 Stage 1	DF-21               	XJRY	-	  8.7	 	 1.40	 	  18.0	 	-	 	     770.0	 	-	 	-	Hyperbola-1 M1	 1	M
Hyperbola-1B Stage 1	DF-21               	XJRY	-	  8.7	 	 1.40	 	  18.0	 	-	 	     770.0	 	-	 	-	Hyperbola-1 M1	 1	M
Hyperbola-1 Stage 2	HP1                 	XJRY	-	  6.7	 	 1.40	 	  13.0	 	-	 	     597.0	 	-	 	-	Hyperbola-1 M2	 1	M
Hyperbola-1 Stage 3	HP1                 	XJRY	-	  2.6	 	 1.40	 	   3.9	 	-	 	     195.0	 	-	 	-	Hyperbola-1 M3	 1	M
Hyperbola-1 Stage 4	HP1-4               	XJRY	-	  1.9	 	 1.40	 	   1.0	 	-	 	      60.0	 	-	 	-	Hyperbola-1 M4	 1	M
Hyperbola-1B Stage 3	HP1                 	XJRY	-	  2.6	 	 1.40	 	   3.9	 	-	 	     195.0	 	-	 	-	Hyperbola-1B M3	 1	M
Hyperbola-1B Stage 4	HP1-4               	XJRY	-	  1.9	 	 1.40	 	   1.0	 	-	 	      60.0	 	-	 	-	Hyperbola-1B M4	 1	M
GS-1	DF-21               	XIDO	-	  7.8	 	 1.40	 	  17.0	?	-	 	     590.0	 	-	 	-	Ceres-1 M1	 1	O
GS-1A	DF-21               	XIDO	-	  7.8	 	 1.40	 	  18.0	?	-	 	     590.0	 	-	 	-	Ceres-1 M1	 1	O
GS-2	DF-21               	XIDO	-	  4.4	 	 1.40	 	   8.0	?	-	 	     274.0	 	-	 	-	Ceres-1 M2	 1	O
GS-3A	GS-3A	XIDO	-	  3.4	 	 1.40	 	   5.0	?	-	 	      86.0	 	-	 	-	Ceres-1 M3	 1	O
SQ-1S	DF-21               	SANJ	-	  7.4	 	 1.40	 	   5.4	 	    1645	 	      93.2	 	-	 	-	DF-11	 1	M
KZ-1A St1	DF-21               	ARMT	-	  6.0	?	 1.35	 	  16.6	 	-	 	-	 	-	 	  65.0 	DF-21-1	 1	M
DF-21	DF-21               	ARMT	CSSNX3	  6.0	?	 1.35	 	  16.6	?	-	 	-	 	-	 	  65.0 	DF-21-1	 1	M
DF-26	DF-21               	ARMT	-	  6.0	?	 1.35	 	  10.0	?	-	 	-	 	-	 	  65.0 	DF-26-1	 1	M
DF-27	DF-21               	ARMT	-	  6.0	?	 1.35	 	  10.0	?	-	 	-	 	-	 	  65.0 	DF-27-1	 1	M
ZQ-1 Stage 3	ZQ-1                	ARMT	-	  2.0	?	 1.35	 	   2.0	?	-	 	-	 	-	 	-	ZQ-1-3	 1	M
Shaheen 2 St 1	DF-21               	ARMT	CSSNX3	  9.5	 	 1.35	 	  20.0	?	-	 	-	 	-	 	  65.0 	DF-21-1	 1	M
DF-21 St2	DF-21               	ARMT	CSSNX3	  4.0	?	 1.35	 	   8.7	 	-	 	-	 	-	 	  62.0 	DF-21-2	 1	S
KZ-2 St3	KZ2-3               	HEXI	-	  2.0	?	 1.35	 	   3.2	 	-	 	-	 	-	 	  55.0 	KZ2-3	 1	U
KZ-1AE St3	KZ2-3               	HEXI	-	  2.0	?	 1.35	 	   3.2	 	-	 	-	 	-	 	  55.0 	KZ1AE-3	 1	U
Shaheen St 2	DF-21               	PKNDC	-	  4.4	?	 1.35	 	   4.0	?	-	 	-	 	-	 	-	Shaheen-2	 1	S
Shaheen 3 St 2	DF-21               	PKNDC	-	  4.4	 	 1.35	 	   4.0	?	-	 	-	 	-	 	-	Shaheen-2	 1	S
Ababeel St 3	DF-21               	PKNDC	-	  3.3	?	 1.35	 	   4.0	?	-	 	-	 	-	 	-	Ababeel	 1	S
Shavit 1	Jericho             	IAI	-	  7.5	 	 1.35	 	  13.0	 	    1200	?	     775.0	 	-	 	  55.0 	ATSM-13	 1	S
ATSM-9	Jericho             	IAI	-	  5.3	 	 1.35	 	   9.1	 	    1000	?	     610.0	 	-	 	  55.0 	ATSM-9	 1	O
Jericho IIIA1	Jericho             	IAI	-	  7.5	?	 1.35	?	  10.0	?	-	 	-	 	-	 	-	-	 1	M
Jericho IIIA2	Jericho             	IAI	-	  7.5	?	 1.35	?	  10.0	?	-	 	-	 	-	 	-	-	 1	M
RSA-3-1	Jericho             	IAI	-	  6.3	 	 1.35	 	  10.2	 	    1100	 	     456.0	 	-	 	  52.0 	RSA-3-1	 1	M
RSA-3-2	Jericho             	IAI	-	  6.4	 	 1.35	 	  11.0	 	    1771	 	     477.0	 	-	 	  52.0 	RSA-3-2	 1	S
IAI Arrow-1	Jericho             	IAI	Arrow	  5.0	?	 1.35	?	   1.5	?	-	 	-	 	-	 	-	IAI-Arrow-1	 1	M
AUS-51	AUS-51              	IAI	-	  2.6	 	 1.35	 	   2.0	 	     170	?	      58.0	 	-	 	  92.0 	AUS-51	 1	U
RSA-3-3	AUS-51              	HOUW	-	  2.1	 	 1.35	 	   2.0	 	     170	 	      59.0	 	-	 	  94.0 	RSA-3-3	 1	S
Kairos Stage 1	Kairos	SPONE	-	  8.1	 	 1.35	 	  14.7	 	    1769	 	-	 	-	 	-	Kairos Stage 1	 1	O
Kairos Stage 2	Kairos	SPONE	-	  3.6	 	 1.35	 	   5.2	 	     522	 	-	 	-	 	-	Kairos Stage 2	 1	O
Kairos Stage 3	Kairos	SPONE	-	  2.0	 	 1.35	 	   2.7	 	     245	 	-	 	-	 	-	Kairos Stage 3	 1	O
15Zh58V	Topol.St3           	MITT	Topol'-3	  3.1	 	 1.34	 	   6.0	 	    1000	 	     245.0	 	-	 	  56.0 	15Zh58V	 1	S
15Zh58MV	Topol.St3           	MITT	Topol'-M3	  3.1	 	 1.34	 	   6.0	 	    1000	 	     245.0	 	-	 	  56.0 	15Zh58V	 1	S
RT-21 St3	Topol.St3           	MITT	-	  3.9	 	 1.34	?	   8.7	 	    1000	?	     245.0	?	-	 	-	RD RT-21-3	 1	S
